instance;sec n;sec m;ls rounds;ls maxIts;seq vsp value;seq csp value;seq vsp cols;seq csp cols;seq vsp selected cols;seq csp selected cols;seq csp selected single;vsp mipgap;vsp mip runtime;vsp total runtime;csp mipgap;csp mip runtime;csp total runtime
../../data/leiden-1-2;4;4;0;500000;3435.82783527776;13004.916666666668;10020;664;10;23;0;0.015184853681531635;300.0092239379883;301.8588216;0;75.17237782478333;77.2457435
../../data/leiden-1-2;4;4;5;500000;3389.5001709448757;11665.25;7914;919;10;21;0;0;127.25944089889526;137.0747024;0;75.11141300201416;77.2020587
../../data/leiden-1-2;4;4;50;500000;3364.23326815161;11499.500000000004;9056;864;10;21;0;0;114.75078201293945;201.3202418;0;0.08314681053161621;2.3789678
../../data/leiden-1-2;4;8;0;500000;3413.5706200625923;13753.5;10927;730;10;23;1;0.0015918807953381319;300.0217170715332;302.0346052;0;75.3345320224762;78.6120131
../../data/leiden-1-2;4;8;5;500000;3388.918727419975;12713.250000000004;8843;1006;10;22;1;0.01337394331372197;300.02541303634644;309.9416373;1.4479854181076578E-07;0.6859750747680664;5.0297211
../../data/leiden-1-2;4;8;50;500000;3367.0400492092604;11769.583333333334;11527;902;10;22;0;0;267.458389043808;355.2207037;0;0.09119796752929688;3.5074724
../../data/leiden-1-2;8;4;0;500000;3402.9770916795633;12703.75;13041;1013;10;23;0;0.028584244732022538;300.02176880836487;302.7527463;0;75.20490193367004;78.7909121
../../data/leiden-1-2;8;4;5;500000;3380.194952060704;11626.250000000004;7657;1165;10;21;0;5.0014753833914297E-11;115.30373001098633;125.0916641;0;0.26288914680480957;3.9684979
../../data/leiden-1-2;8;4;50;500000;3363.9885243257045;11554.750000000002;9285;994;10;21;0;0;146.56682586669922;233.5295125;0;0.24756598472595215;2.7953707
../../data/leiden-1-2;8;8;0;500000;3419.519012638031;14890.416666666668;10949;935;10;24;2;0;117.31556487083435;119.3979498;0;75.42310094833374;80.9515035
../../data/leiden-1-2;8;8;5;500000;3366.001341248856;12526.833333333334;8977;943;10;22;0;0;123.57680892944336;134.1410196;0;75.54087996482849;79.8633088
../../data/leiden-1-2;8;8;50;500000;3363.8980770933363;11428.749999999998;10419;1042;10;20;0;0;148.7155840396881;236.6894299;0;75.23627090454102;80.4200786
../../data/leiden-3-4-14;4;4;0;500000;3766.224348254909;13164.083333333334;17273;2882;11;23;0;0;193.59029912948608;198.9067111;0;75.7117850780487;168.3088377
../../data/leiden-3-4-14;4;4;5;500000;3711.8450322415715;13388.833333333332;8843;2349;11;23;0;0;104.19579601287842;113.8742036;0;77.74227023124695;143.6307053
../../data/leiden-3-4-14;4;4;50;500000;3655.3955929620706;13249.499999999996;11237;2276;11;24;0;0;117.59341788291931;192.6744964;0.002996333985262583;300.04416513442993;396.5711686
../../data/leiden-3-4-14;4;8;0;500000;3781.691366010318;13226.75;15686;4672;11;24;0;0;134.4544539451599;139.5579696;0;75.42176604270935;483.4543559
../../data/leiden-3-4-14;4;8;5;500000;3708.5681967629907;13537.833333333334;9207;2041;11;23;0;0;114.9145290851593;124.8787939;0;120.92729592323303;195.2714201
../../data/leiden-3-4-14;4;8;50;500000;3643.7535296722544;12877.666666666668;11599;2567;11;22;0;0;118.41031002998352;194.8870402;0;80.97168898582458;177.0784934
../../data/leiden-3-4-14;8;4;0;500000;3766.0708707358117;13385.33333333333;28930;3032;11;24;0;0.002855781817799702;300.03250193595886;306.6759416;0;89.6798939704895;224.6666882
../../data/leiden-3-4-14;8;4;5;500000;3772.3963671426327;13496.666666666668;14635;4276;11;23;0;0;117.2681360244751;128.0272731;6.215308147196032E-05;96.30841994285583;371.7049164
../../data/leiden-3-4-14;8;4;50;500000;3652.9162636025403;14188.083333333334;15490;3047;11;22;1;0;156.56942796707153;234.1670499;0;83.21035408973694;173.4270418
../../data/leiden-3-4-14;8;8;0;500000;3734.62846554591;13312.666666666664;28444;4948;11;22;0;0;218.02465105056763;226.3993801;0;79.28730010986328;375.6782058
../../data/leiden-3-4-14;8;8;5;500000;3748.833748138458;13627.75;15579;4215;11;23;0;0;113.1960699558258;124.1773431;0;89.68030905723572;261.9717381
../../data/leiden-3-4-14;8;8;50;500000;3660.790588697113;14094.500000000002;15868;3449;11;24;1;0;157.14943718910217;236.4828544;0;83.57145810127258;336.7312056
../../data/leiden;4;4;0;500000;6430.078772237068;22438.083333333332;44586;3255;18;37;0;0.03253996222952813;300.05797004699707;342.1629359;0.0013341297104022655;300.01094102859497;391.4366567
../../data/leiden;4;4;5;500000;6370.052879846232;22105.000000000004;28123;2682;18;37;0;0.0269946048699766;300.04519391059875;325.3292043;0;81.79322409629822;129.3194766
../../data/leiden;4;4;50;500000;6118.55114164412;21786.500000000007;42895;2812;17;37;0;0;81.76210117340088;169.1918919;0.0020586797576604633;300.02606892585754;389.5124234
../../data/leiden;4;8;0;500000;6383.714759074799;22067.833333333332;44462;3899;18;36;0;0.03033300216632542;300.11950397491455;337.4102237;0.00118898379920355;300.0071110725403;417.338011
../../data/leiden;4;8;5;500000;6348.127006021544;21507.916666666668;29906;4325;18;35;0;0.022787927470762217;300.0471541881561;325.0339532;0;77.55796313285828;246.3880325
../../data/leiden;4;8;50;500000;6323.61227503914;21728.416666666668;38300;3412;18;38;0;0.02206435936539956;300.04985094070435;385.0812341;0;129.25216102600098;292.1922272
../../data/leiden;8;4;0;500000;6355.2143227570195;22473.33333333333;70422;4311;18;40;0;0.024506866286257607;300.0896439552307;346.6508191;0.003375917035131024;300.0083808898926;429.9749688
../../data/leiden;8;4;5;500000;6357.329488617666;22234.833333333332;62771;5051;18;38;0;0.028711516264632732;300.07780408859253;337.9059589;0.002650946259392934;300.0190930366516;473.1373306
../../data/leiden;8;4;50;500000;6331.356482284972;21758.583333333336;47173;4057;18;36;0;0.024310476323541993;300.06148314476013;385.841371;0.0014237401529322263;300.0634181499481;407.3543978
../../data/leiden;8;8;0;500000;6343.884361676295;21755.66666666666;75222;4612;18;37;0;0.02505830277497203;300.12874388694763;349.6869962;0.0008577803321172569;300.08163690567017;490.924302
../../data/leiden;8;8;5;500000;6375.6419607632715;22292.416666666664;59315;5882;18;37;0;0.029985630889135466;300.112046957016;336.571535;0;233.40907192230225;448.6473117
../../data/leiden;8;8;50;500000;6346.788539840759;21736.75;47385;5309;18;37;0;0.02592280425436309;300.05595898628235;390.3844635;0.0016940755508810183;300.01345682144165;532.0409656
../../data/terschelling;16;4;0;500000;1821.7434836423618;3811.583333333333;4633;233;6;8;0;0;76.02153706550598;77.6858592;0;75.06132793426514;75.3550167
../../data/terschelling;16;4;5;500000;1793.0738373427707;3768.9166666666665;4493;696;6;10;0;0;0.6183021068572998;11.0573281;0;75.21370601654053;75.6767789
../../data/terschelling;16;4;50;500000;1794.0006231854604;3795.416666666667;3591;679;6;10;0;0;75.35235381126404;171.2032035;0;75.12385511398315;75.521779
../../data/terschelling;16;8;0;500000;1817.2387881867699;4033;4729;528;6;11;0;0;79.57466387748718;80.4525887;0;75.08889293670654;75.6912226
../../data/terschelling;16;8;5;500000;1813.9055617457816;3834.666666666667;3862;556;6;9;0;0;76.24255180358887;86.8523824;0;75.06319499015808;75.6319907
../../data/terschelling;16;8;50;500000;1792.9181273062122;3793.25;3929;680;6;10;0;0;1.1605730056762695;97.8351113;0;75.38309693336487;76.0461284
../../data/leiden-1-2;16;4;0;500000;3425.6472399768095;12494.999999999998;11424;1397;10;21;0;5.5613440408907284E-05;249.075865983963;251.1478337;0;77.53108096122742;82.5070356
../../data/leiden-1-2;16;4;5;500000;3376.458446867368;11358.666666666666;7420;1691;10;21;0;0;105.23793601989746;115.0727434;0;0.29896092414855957;8.058414
../../data/leiden-1-2;16;4;50;500000;3369.0835159376034;11549.333333333334;9432;1664;10;21;0;5.9052983202330955E-05;147.4711401462555;234.6630258;0;75.06986618041992;81.8463861
../../data/leiden-1-2;16;8;0;500000;3386.6991588426786;12057.583333333334;14254;1741;10;23;0;0.024238657994253735;300.01890802383423;302.7360631;0;75.32584285736084;89.6732884
../../data/leiden-1-2;16;8;5;500000;3377.7301084013634;11911.666666666666;8395;1546;10;21;0;0;105.08449101448059;115.367479;0;75.67194318771362;85.6883482
../../data/leiden-1-2;16;8;50;500000;3363.6298819544454;11564.500000000002;10984;1539;10;21;0;0.006461528375732799;300.03737807273865;389.3914753;0;0.1331799030303955;9.6327079
../../data/leiden-3-4-14;16;4;0;500000;3731.557995474582;13245.333333333334;34912;5337;11;23;0;0;219.30126905441284;228.2411178;0;77.10551619529724;279.7548948
../../data/leiden-3-4-14;16;4;5;500000;3742.6514908217796;13482.916666666664;17372;4279;11;24;0;4.7182463390610213E-11;117.09646797180176;128.1033907;0;82.83266496658325;241.2911137
../../data/leiden-3-4-14;16;4;50;500000;3649.309036123038;12996.333333333334;17415;4658;11;22;0;0;135.6639289855957;215.1923181;0;180.00006103515625;302.5678845
../../data/leiden-3-4-14;16;8;0;500000;3758.194581864473;13055.749999999998;36850;6401;11;23;0;1.934318361992528E-05;298.945387840271;308.8886166;0;78.01449680328369;359.7385859
../../data/leiden-3-4-14;16;8;5;500000;3715.696602699005;13277.833333333336;17646;4824;11;23;0;0;143.18444108963013;156.010621;3.660590704502281E-05;79.4990599155426;386.0450935
../../data/leiden-3-4-14;16;8;50;500000;3644.615358068568;12905.333333333332;19862;5224;11;22;0;0;143.2096951007843;225.2181545;0;82.51263904571533;423.7872356
../../data/leiden;16;4;0;500000;6338.143934721731;21696.750000000004;121335;6711;18;36;0;0.022509384415139326;300.8339431285858;364.5807834;0.0023888657323323176;300.014466047287;526.2567956
../../data/leiden;16;4;5;500000;6326.708123020724;21612.25;102300;6059;18;36;0;0.023714708431005635;300.0949320793152;353.8933885;0.0025406700672275357;300.0481879711151;460.8062813
../../data/leiden;16;4;50;500000;6152.293373662173;21679.25;77831;5841;17;37;0;0;88.02889108657837;187.8585049;0;81.97597122192383;291.8043856
../../data/leiden;16;8;0;500000;6329.345522764079;21666.08333333333;123887;6729;18;35;0;0.022982834928144857;300.1699049472809;364.9699419;0.0007675787541936536;300.0158760547638;567.5691083
../../data/leiden;16;8;5;500000;6368.345493356564;21944.333333333332;98405;7731;18;36;0;0.028809905732895224;300.0926368236542;348.3617129;0.003799305402633695;300.0221939086914;576.8617995
../../data/leiden;16;8;50;500000;6128.862952611218;21707.583333333332;72341;7440;17;36;0;6.322480835170047E-05;83.97941708564758;182.0829087;0.0016284719929367166;300.0135769844055;754.1370458
